StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
100,100D,"Sun et al., 2024",2024,"Laixi experimental station of Shandong Peanut Research Institute, Shandong Province, China","36°48_47’’N, 120°30‘17’’E",36.813056,La20-40,120.504722,Lo-0-180,59.75,MAP600-1200,12.30000019,MAT8-15,,Peanut,"Peanut, Orychophragmus violaceus",Orychophragmus violaceus,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Brassicaceae,Legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1-3,D5-10,,3,2,R2,6,ITS1,,Fungal Shannon,Fungal Shannon,3.211043333,0.263916902,3.499013333,0.34913029,3,3,0.085885114,0.005570412,,,,,5.37,-0.011236073,,0.919,-0.109115592,,NA,NA,,0.056,-0.018018506,,4.79,0.572358589,,1.84,0.876374124,,NA,NA,,NA,NA,,NA,NA,,3312,0.330241687
101,101B,"Tang et al., 2020",2020,Yunnan Normal University,25°3'18.45''N 102°41'48.80''E,25.055125,La20-40,102.696889,Lo-0-180,78.16666412,MAP600-1200,15.60833359,MAT15,,Sanqi,"Sanqi, Ginseng",Ginseng,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Araliaceae to Araliaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Perennial,Inconsistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1,D5,,0.5,2,R2,1,ITS1,,Fungal Shannon,Fungal Shannon,6.05,0.207846097,6.5,0.277128129,3,3,0.071743905,0.000999333,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
103,103C,"Tian et al., 2023",2023,"Xiangshan Township, Zhongwei City, Ningxia Hui Autonomous Region, China","105°15_E, 36°56_N",36.933333,La20-40,105.25,Lo-0-180,20.58333397,MAP600,7.841666698,MAT8,,Watermelon,"Watermelon, Watermelon,Watermelon,Watermelon,Watermelon,Watermelon, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D5-10,,1,2,R2,7,ITS1,,Fungal Shannon,Fungal Shannon,3.97183,0.84508,5.23944,0.76056,9,9,0.276987677,0.007371332,,,,,8.55,0.019687955,,0.361046512,0.304448932,,NA,NA,,0.017,1.137078569,,36,0.99119204,,NA,NA,,10.5,-1.121734706,,120,0.161268148,,NA,NA,,NA,NA
103,103D,"Tian et al., 2023",2023,"Xiangshan Township, Zhongwei City, Ningxia Hui Autonomous Region, China","105°15_E, 36°56_N",36.933333,La20-40,105.25,Lo-0-180,20.58333397,MAP600,7.841666698,MAT8,,Watermelon,"Watermelon, Sunflower",Sunflower,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Cucurbitaceae to Asteraceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Maturity stage,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D3-5,D5-10,,3.5,2,R2,7,ITS1,,Fungal Shannon,Fungal Shannon,3.97183,0.84508,4.14085,0.59154,9,9,0.041674135,0.007297542,,,,,8.55,0.008153802,,0.361046512,0.050246047,,NA,NA,,0.017,0.567984038,,36,0.130053128,,NA,NA,,10.5,-0.856226491,,120,-0.114662908,,NA,NA,,NA,NA
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,5.5,2,R2,11,ITS1,"Rhizosphere, 2018, Lacombe",Fungal Shannon,Fungal Shannon,1.45714,0.291428,1.4714,0.39,4,4,0.009738718,0.027563365,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2952,0.212244261
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,3.666666667,3,R3,11,ITS1,"Rhizosphere, 2018, Lacombe",Fungal Shannon,Fungal Shannon,1.45714,0.291428,1.28571,0.257142,4,4,-0.125164516,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2952,0.219342298
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,12,ITS1,"Rhizosphere, 2019, Lacombe",Fungal Shannon,Fungal Shannon,1.37143,0.274286,1.363,0.4286,4,4,-0.006165838,0.034720237,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,3151,0.039818635
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,4,3,R3,12,ITS1,"Rhizosphere, 2019, Lacombe",Fungal Shannon,Fungal Shannon,1.37143,0.274286,1.2,0.24,4,4,-0.133532434,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,3151,0.226501917
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,5.5,2,R2,11,ITS1,"Bulk, 2018, Lacombe",Fungal Shannon,Fungal Shannon,1.2,0.24,1.212,0.2024,4,4,0.009950331,0.016971974,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2952,0.212244261
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,3.666666667,3,R3,11,ITS1,"Bulk, 2018, Lacombe",Fungal Shannon,Fungal Shannon,1.2,0.24,1.37143,0.274286,4,4,0.133532434,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2952,0.219342298
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,12,ITS1,"Bulk, 2019, Lacombe",Fungal Shannon,Fungal Shannon,3.42857,0.685714,1.8,0.36,4,4,-0.6443566,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,3151,0.039818635
105,", ","Town et al., 2023",2023,"Lacombe, Alberta","52.45°N, 113.75°W",52.45,La40,-113.75,Lo-180-0,37.25,MAP600,2.674999952,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,4,3,R3,12,ITS1,"Bulk, 2019, Lacombe",Fungal Shannon,Fungal Shannon,3.42857,0.685714,3,0.6,4,4,-0.133530976,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,3151,0.226501917
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,5.5,2,R2,11,ITS1,"Rhizosphere, 2018, Scott",Fungal Shannon,Fungal Shannon,2.68181,0.536362,3.02003,0.604006,4,4,0.118774825,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2642,-0.06975016
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,3.666666667,3,R3,11,ITS1,"Rhizosphere, 2018, Scott",Fungal Shannon,Fungal Shannon,2.68181,0.536362,3.18366,0.636732,4,4,0.171539539,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2642,-0.159717496
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,12,ITS1,"Rhizosphere, 2019, Scott",Fungal Shannon,Fungal Shannon,2.29395,0.45879,1.93621,0.387242,4,4,-0.169542768,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2882,-0.007313284
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,4,3,R3,12,ITS1,"Rhizosphere, 2019, Scott",Fungal Shannon,Fungal Shannon,2.29395,0.45879,2.70919,0.541838,4,4,0.166374475,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2882,0.068391256
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,5.5,2,R2,11,ITS1,"Bulk, 2018, Scott",Fungal Shannon,Fungal Shannon,3.80738,0.761476,3.62321,0.724642,4,4,-0.049580915,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2642,-0.06975016
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,3.666666667,3,R3,11,ITS1,"Bulk, 2018, Scott",Fungal Shannon,Fungal Shannon,3.80738,0.761476,4.22092,0.844184,4,4,0.103111825,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2642,-0.159717496
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,12,ITS1,"Bulk, 2019, Scott",Fungal Shannon,Fungal Shannon,2.54898,0.509796,2.2782,0.45564,4,4,-0.112307622,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2882,-0.007313284
105,", ","Town et al., 2023",2023,"Scott, Saskatchewan","50.15°N, 106.58°W",50.15,La40,-106.58,Lo-180-0,30.25,MAP600,3.724999905,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,4,3,R3,12,ITS1,"Bulk, 2019, Scott",Fungal Shannon,Fungal Shannon,2.54898,0.509796,3.39967,0.679934,4,4,0.287985089,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2882,0.068391256
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,5.5,2,R2,11,ITS1,"Rhizosphere, 2018, Swift Current",Fungal Shannon,Fungal Shannon,2.57143,0.514286,3.25714,0.651428,4,4,0.236387345,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,688,-0.123613956
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,3.666666667,3,R3,11,ITS1,"Rhizosphere, 2018, Swift Current",Fungal Shannon,Fungal Shannon,2.57143,0.514286,3.51429,0.702858,4,4,0.312375349,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,688,-0.058356121
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,12,ITS1,"Rhizosphere, 2019, Swift Current",Fungal Shannon,Fungal Shannon,1.02857,0.205714,1.71429,0.342858,4,4,0.510829513,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,1872,0.203289641
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,4,3,R3,12,ITS1,"Rhizosphere, 2019, Swift Current",Fungal Shannon,Fungal Shannon,1.02857,0.205714,1.54286,0.308572,4,4,0.405468349,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,1872,0.2571733
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,5.5,2,R2,11,ITS1,"Bulk, 2018, Swift Current",Fungal Shannon,Fungal Shannon,3.68571,0.737142,3.85714,0.771428,4,4,0.045462796,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,688,-0.123613956
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,3.666666667,3,R3,11,ITS1,"Bulk, 2018, Swift Current",Fungal Shannon,Fungal Shannon,3.68571,0.737142,4.28571,0.857142,4,4,0.150823053,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,688,-0.058356121
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Brassicaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,12,ITS1,"Bulk, 2019, Swift Current",Fungal Shannon,Fungal Shannon,2.57143,0.514286,2.31429,0.462858,4,4,-0.105359219,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,1872,0.203289641
105,", ","Town et al., 2023",2023,"Swift Current, Saskatchewan","50.28°N, 107.76°W",50.28,La40,-107.76,Lo-180-0,31.83333397,MAP600,3.816666603,MAT8,,Canola,"Canola, Pea, Barley","Pea, Barley",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Brassicaceae to Multiple,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Inconsistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D10-20,,4,3,R3,12,ITS1,"Bulk, 2019, Swift Current",Fungal Shannon,Fungal Shannon,2.57143,0.514286,2.91429,0.582858,4,4,0.125164058,0.02,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,1872,0.2571733
106,106K,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,ITS1,,Fungal Shannon,Fungal Shannon,2.93827,0.293827,3.23457,0.323457,3,3,0.096075025,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106L,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,ITS1,,Fungal Shannon,Fungal Shannon,2.93827,0.293827,3.01235,0.301235,3,3,0.024899532,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106M,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,ITS1,,Fungal Shannon,Fungal Shannon,4.07407,0.407407,4.14815,0.414815,3,3,0.018019952,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106N,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,ITS1,,Fungal Shannon,Fungal Shannon,4.07407,0.407407,4.09877,0.409877,3,3,0.006044429,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
106,106O,"Town et al., 2022",2022,Swift Current Research and Development Centre,"50°17_N, 107°48_W",50.283333,La40,-107.8,Lo-180-0,31.66666603,MAP600,3.866666794,MAT8,,Wheat,"Spring wheat, Canola, Spring wheat, Dry pea","Canola, Dry pea",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D20-30,,7.5,3,R3,30,ITS1,,Fungal Shannon,Fungal Shannon,4.17284,0.417284,3.90123,0.390123,3,3,-0.067304971,0.006666667,,,,,NA,NA,,1.85563,-0.017225265,,NA,NA,,0.156613,-0.009507873,,19.3671,0.179049501,,2.53165,0.029555159,,NA,NA,,NA,NA,,NA,NA,,NA,NA
